日期,城市,租用中用户数,渠道在租用户数,直客在租用户数,企业包在租用户数,寄存用户数,新增用户数,新增渠道用户数,新增直客用户数,新增企业包用户数,退租用户数,渠道退租用户数,直客退租用户数,企业包退租用户数,,,
2026-02-08,南通市,754,250,431,73,111,0,0,0,0,16,2,6,8,,,
2026-02-08,台州市,280,47,32,201,8,4,1,0,3,3,1,1,1,,,
2026-02-08,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-08,宁波市,3384,1414,1486,432,566,12,8,1,2,59,24,24,9,,,
2026-02-08,常州市,1967,674,1053,240,305,3,3,0,0,27,9,9,9,,,
2026-02-08,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-08,无锡市,801,381,385,35,164,3,3,0,0,12,8,3,1,,,
2026-02-08,杭州市,41,35,6,0,0,4,4,0,0,0,0,0,0,,,
2026-02-08,武汉市,2146,1257,865,24,354,15,14,1,0,39,32,7,0,,,
2026-02-08,泉州市,5,0,5,0,1,1,0,1,0,0,0,0,0,,,
2026-02-08,温州市,1143,642,245,256,154,20,11,0,9,22,9,5,8,,,
2026-02-08,芜湖市,388,104,283,1,52,1,1,0,0,1,0,1,0,,,
2026-02-08,苏州市,7382,1839,4333,1210,1207,34,26,6,2,123,35,41,47,,,
2026-02-08,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-08,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-08,青岛市,435,411,20,4,56,4,4,0,0,19,19,0,0,,,
2026-02-09,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-02-09,南京市,4544,1471,1809,1264,573,14,6,3,5,103,14,26,63,,,
2026-02-09,南通市,752,250,427,75,134,2,0,1,1,6,1,5,0,,,
2026-02-09,台州市,280,49,31,200,8,3,2,0,1,9,1,1,7,,,
2026-02-09,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-09,宁波市,3353,1409,1467,423,655,11,7,2,1,53,17,24,12,,,
2026-02-09,常州市,1947,667,1049,231,351,4,4,0,0,29,10,6,13,,,
2026-02-09,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-09,无锡市,799,377,389,33,173,3,2,1,0,11,7,2,2,,,
2026-02-09,杭州市,42,36,6,0,1,1,1,0,0,0,0,0,0,,,
2026-02-09,武汉市,2114,1233,856,25,422,7,6,1,0,34,28,5,1,,,
2026-02-09,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-09,温州市,1144,646,244,254,158,17,13,2,2,18,10,2,6,,,
2026-02-09,芜湖市,390,106,283,1,56,2,2,0,0,1,1,0,0,,,
2026-02-09,苏州市,7277,1826,4289,1162,1349,23,12,8,3,125,22,46,57,,,
2026-02-09,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-09,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-09,青岛市,429,405,20,4,61,0,0,0,0,9,9,0,0,,,
2026-02-10,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-02-10,南京市,4476,1462,1809,1205,639,7,2,3,2,97,16,18,63,,,
2026-02-10,南通市,747,247,428,72,144,1,0,0,1,13,6,3,4,,,
2026-02-10,台州市,275,50,30,195,9,1,1,0,0,6,0,0,6,,,
2026-02-10,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-10,宁波市,3315,1393,1459,409,722,12,8,2,1,59,24,19,14,,,
2026-02-10,常州市,1924,655,1044,225,409,4,3,1,0,29,14,10,5,,,
2026-02-10,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-10,无锡市,791,372,387,32,182,1,1,0,0,6,4,1,1,,,
2026-02-10,杭州市,46,39,7,0,2,4,3,1,0,0,0,0,0,,,
2026-02-10,武汉市,2101,1222,854,25,460,9,9,0,0,25,18,7,0,,,
2026-02-10,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-10,温州市,1143,651,245,247,163,11,5,1,5,15,4,3,8,,,
2026-02-10,芜湖市,388,107,280,1,60,0,0,0,0,3,0,3,0,,,
2026-02-10,苏州市,7191,1820,4255,1116,1516,33,18,14,1,122,23,51,48,,,
2026-02-10,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-10,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-10,青岛市,425,400,22,3,66,7,7,0,0,10,9,0,1,,,
2026-02-11,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-02-11,南京市,4407,1447,1794,1166,690,8,3,4,1,83,12,24,47,,,
2026-02-11,南通市,743,246,428,69,152,3,1,2,0,13,8,2,3,,,
2026-02-11,台州市,270,47,29,194,9,1,0,0,1,5,2,0,3,,,
2026-02-11,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-11,宁波市,3301,1386,1458,403,783,14,8,2,3,37,18,10,9,,,
2026-02-11,常州市,1899,644,1034,221,445,6,3,2,1,27,10,8,9,,,
2026-02-11,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-11,无锡市,787,368,388,31,199,4,4,0,0,11,8,2,1,,,
2026-02-11,杭州市,48,41,7,0,2,2,2,0,0,0,0,0,0,,,
2026-02-11,武汉市,2074,1196,853,25,494,6,5,1,0,29,23,5,1,,,
2026-02-11,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-11,温州市,1132,646,247,239,166,10,8,1,1,33,14,1,18,,,
2026-02-11,芜湖市,387,107,280,0,63,1,1,0,0,3,1,1,1,,,
2026-02-11,苏州市,7120,1809,4221,1090,1650,19,9,9,1,105,24,44,37,,,
2026-02-11,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-11,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-11,青岛市,420,394,23,3,79,3,3,0,0,6,6,0,0,,,
2026-02-12,上海市,2,0,2,0,1,0,0,0,0,1,0,1,0,,,
2026-02-12,南京市,4364,1440,1788,1136,775,14,4,9,1,82,18,18,46,,,
2026-02-12,南通市,736,245,424,67,162,1,1,0,0,17,9,6,2,,,
2026-02-12,台州市,262,45,29,188,9,1,0,0,1,10,2,0,8,,,
2026-02-12,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-12,宁波市,3261,1378,1446,383,874,15,10,3,1,56,19,15,21,,,
2026-02-12,常州市,1892,646,1036,210,513,8,5,3,0,26,9,5,12,,,
2026-02-12,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-12,无锡市,778,367,381,30,227,4,4,0,0,13,5,7,1,,,
2026-02-12,杭州市,50,43,7,0,2,2,2,0,0,0,0,0,0,,,
2026-02-12,武汉市,2057,1186,848,23,545,12,11,1,0,30,21,7,2,,,
2026-02-12,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-12,温州市,1115,636,247,232,177,5,4,0,1,19,9,2,8,,,
2026-02-12,芜湖市,385,107,278,0,70,0,0,0,0,3,0,3,0,,,
2026-02-12,苏州市,7035,1799,4200,1036,1823,25,20,4,1,126,28,37,61,,,
2026-02-12,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-12,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-12,青岛市,411,387,22,2,86,4,4,0,0,10,10,0,0,,,
2026-02-13,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-13,南京市,4282,1424,1768,1090,862,8,2,4,2,96,19,27,50,,,
2026-02-13,南通市,732,242,424,66,178,3,2,1,0,3,1,1,1,,,
2026-02-13,台州市,260,47,28,185,9,2,1,0,1,9,0,2,7,,,
2026-02-13,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-13,宁波市,3240,1367,1446,375,926,10,3,3,3,38,14,9,13,,,
2026-02-13,常州市,1870,642,1028,200,573,4,2,1,1,30,6,13,11,,,
2026-02-13,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-13,无锡市,764,359,376,29,246,1,1,0,0,15,10,4,1,,,
2026-02-13,杭州市,53,46,7,0,6,3,3,0,0,0,0,0,0,,,
2026-02-13,武汉市,2034,1166,846,22,602,6,5,1,0,22,18,3,1,,,
2026-02-13,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-13,温州市,1089,616,244,229,181,6,4,1,1,26,19,4,3,,,
2026-02-13,芜湖市,382,105,277,0,87,0,0,0,0,3,2,1,0,,,
2026-02-13,苏州市,6930,1787,4157,986,1989,24,16,5,3,117,23,39,55,,,
2026-02-13,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-13,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-13,青岛市,410,385,23,2,96,1,1,0,0,6,6,0,0,,,
2026-02-14,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-14,南京市,4207,1415,1752,1040,998,12,7,2,3,79,16,13,50,,,
2026-02-14,南通市,727,239,424,64,200,0,0,0,0,5,2,2,1,,,
2026-02-14,台州市,241,46,25,170,9,2,1,0,1,15,2,4,9,,,
2026-02-14,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-14,宁波市,3218,1356,1443,365,987,5,3,2,0,32,14,8,10,,,
2026-02-14,常州市,1854,638,1020,196,622,5,2,1,2,18,7,7,4,,,
2026-02-14,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-14,无锡市,758,353,377,28,258,4,3,1,0,9,8,0,1,,,
2026-02-14,杭州市,54,47,7,0,7,1,1,0,0,0,0,0,0,,,
2026-02-14,武汉市,2003,1147,834,22,705,4,4,0,0,29,19,8,2,,,
2026-02-14,泉州市,5,0,5,0,1,0,0,0,0,0,0,0,0,,,
2026-02-14,温州市,1090,617,244,229,188,12,9,0,3,20,11,1,8,,,
2026-02-14,芜湖市,381,103,278,0,108,2,0,1,1,1,0,1,0,,,
2026-02-14,苏州市,6874,1784,4145,945,2151,18,11,7,0,98,16,38,44,,,
2026-02-14,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-14,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-14,青岛市,406,382,22,2,114,2,2,0,0,3,2,1,0,,,
2026-02-15,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-15,南京市,4168,1409,1743,1016,1060,12,4,6,2,46,4,13,29,,,
2026-02-15,南通市,721,237,423,61,215,2,1,1,0,8,2,3,3,,,
2026-02-15,台州市,242,45,25,172,9,1,0,0,1,3,0,0,3,,,
2026-02-15,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-15,宁波市,3182,1343,1431,352,1003,6,3,2,0,26,11,8,7,,,
2026-02-15,常州市,1842,634,1012,196,638,3,2,0,1,14,6,6,2,,,
2026-02-15,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-15,无锡市,749,350,373,26,266,1,1,0,0,10,3,5,2,,,
2026-02-15,杭州市,56,49,7,0,7,2,2,0,0,0,0,0,0,,,
2026-02-15,武汉市,1978,1129,830,19,760,4,4,0,0,16,13,2,1,,,
2026-02-15,泉州市,7,0,7,0,1,2,0,2,0,0,0,0,0,,,
2026-02-15,温州市,1079,613,242,224,193,7,6,0,1,22,14,3,5,,,
2026-02-15,芜湖市,383,103,279,1,124,3,0,3,0,1,0,1,0,,,
2026-02-15,苏州市,6832,1768,4133,931,2202,8,4,3,1,63,17,20,26,,,
2026-02-15,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-15,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-15,青岛市,405,381,22,2,128,2,2,0,0,4,4,0,0,,,
2026-02-16,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-16,南京市,4125,1404,1726,995,1087,6,3,2,1,22,3,5,14,,,
2026-02-16,南通市,715,235,421,59,221,2,0,2,0,9,2,3,4,,,
2026-02-16,台州市,233,46,24,163,9,0,0,0,0,5,0,1,4,,,
2026-02-16,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-16,宁波市,3145,1331,1413,345,1000,2,1,1,0,18,5,5,8,,,
2026-02-16,常州市,1830,630,1005,195,651,2,1,1,0,7,5,0,2,,,
2026-02-16,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-16,无锡市,746,351,368,27,272,2,2,0,0,2,1,1,0,,,
2026-02-16,杭州市,57,50,7,0,7,1,1,0,0,0,0,0,0,,,
2026-02-16,武汉市,1966,1115,831,20,772,6,5,1,0,11,11,0,0,,,
2026-02-16,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-16,温州市,1056,604,243,209,192,2,2,0,0,4,4,0,0,,,
2026-02-16,芜湖市,382,103,278,1,121,0,0,0,0,1,0,1,0,,,
2026-02-16,苏州市,6775,1752,4107,916,2221,4,2,2,0,27,11,10,6,,,
2026-02-16,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-16,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-16,青岛市,404,380,22,2,132,1,1,0,0,1,1,0,0,,,
2026-02-17,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-17,南京市,4110,1398,1725,987,1084,11,3,6,2,17,3,4,10,,,
2026-02-17,南通市,709,234,418,57,225,0,0,0,0,4,0,3,1,,,
2026-02-17,台州市,228,44,24,160,9,0,0,0,0,3,1,0,2,,,
2026-02-17,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-17,宁波市,3109,1320,1401,334,1006,0,0,0,0,14,5,4,4,,,
2026-02-17,常州市,1815,626,999,190,653,0,0,0,0,3,0,2,1,,,
2026-02-17,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-17,无锡市,743,348,368,27,268,5,3,2,0,5,4,1,0,,,
2026-02-17,杭州市,57,50,7,0,7,0,0,0,0,0,0,0,0,,,
2026-02-17,武汉市,1935,1093,823,19,765,3,1,2,0,14,9,5,0,,,
2026-02-17,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-17,温州市,1049,598,244,207,195,0,0,0,0,4,4,0,0,,,
2026-02-17,芜湖市,380,103,276,1,121,0,0,0,0,2,1,1,0,,,
2026-02-17,苏州市,6740,1742,4083,915,2215,12,6,3,3,34,7,18,9,,,
2026-02-17,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-17,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-17,青岛市,399,376,21,2,132,1,1,0,0,2,1,1,0,,,
2026-02-18,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-18,南京市,4098,1393,1721,984,1074,6,2,4,0,12,2,7,3,,,
2026-02-18,南通市,694,227,411,56,222,2,1,1,0,5,1,2,2,,,
2026-02-18,台州市,228,44,23,161,9,0,0,0,0,1,0,0,1,,,
2026-02-18,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-18,宁波市,3097,1314,1402,328,1002,2,2,0,0,12,4,3,4,,,
2026-02-18,常州市,1808,621,999,188,647,2,1,0,1,5,3,2,0,,,
2026-02-18,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-18,无锡市,729,344,358,27,270,1,1,0,0,10,5,5,0,,,
2026-02-18,杭州市,59,51,8,0,7,2,1,1,0,0,0,0,0,,,
2026-02-18,武汉市,1920,1084,817,19,755,4,4,0,0,14,14,0,0,,,
2026-02-18,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-18,温州市,1042,593,246,203,193,8,5,0,3,9,3,0,6,,,
2026-02-18,芜湖市,380,104,275,1,121,0,0,0,0,1,1,0,0,,,
2026-02-18,苏州市,6701,1733,4063,905,2209,7,6,1,0,29,12,12,5,,,
2026-02-18,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-18,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-18,青岛市,394,373,19,2,130,0,0,0,0,0,0,0,0,,,
2026-02-19,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-19,南京市,4089,1395,1719,975,1045,12,6,3,3,23,5,10,8,,,
2026-02-19,南通市,687,227,404,56,218,0,0,0,0,4,1,3,0,,,
2026-02-19,台州市,224,45,21,158,9,2,0,0,2,9,0,1,8,,,
2026-02-19,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-19,宁波市,3071,1303,1396,319,990,5,2,0,1,11,7,4,0,,,
2026-02-19,常州市,1800,616,998,186,640,1,1,0,0,6,4,1,1,,,
2026-02-19,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-19,无锡市,725,342,356,27,267,1,0,1,0,3,1,2,0,,,
2026-02-19,杭州市,60,52,8,0,7,0,0,0,0,0,0,0,0,,,
2026-02-19,武汉市,1916,1082,817,17,740,5,4,1,0,14,10,2,2,,,
2026-02-19,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-19,温州市,1035,592,242,201,189,3,3,0,0,20,12,4,4,,,
2026-02-19,芜湖市,379,105,274,0,114,1,1,0,0,2,0,1,1,,,
2026-02-19,苏州市,6672,1727,4050,895,2173,10,7,1,2,35,11,15,9,,,
2026-02-19,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-19,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-19,青岛市,390,369,19,2,125,0,0,0,0,3,3,0,0,,,
2026-02-20,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-20,南京市,4097,1390,1725,982,997,5,0,1,4,25,7,5,13,,,
2026-02-20,南通市,694,231,407,56,212,1,1,0,0,1,0,0,1,,,
2026-02-20,台州市,223,42,24,157,9,2,0,1,1,4,2,0,2,,,
2026-02-20,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-20,宁波市,3067,1294,1403,317,968,5,2,1,2,16,9,2,5,,,
2026-02-20,常州市,1794,609,997,188,616,1,0,1,0,6,5,1,0,,,
2026-02-20,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-20,无锡市,726,340,356,30,256,1,1,0,0,6,4,2,0,,,
2026-02-20,杭州市,61,53,8,0,6,5,5,0,0,0,0,0,0,,,
2026-02-20,武汉市,1924,1087,820,17,712,6,6,0,0,6,4,2,0,,,
2026-02-20,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-20,温州市,1030,587,240,203,187,7,4,2,1,6,3,2,1,,,
2026-02-20,芜湖市,379,103,276,0,110,1,1,0,0,1,1,0,0,,,
2026-02-20,苏州市,6656,1714,4041,901,2117,10,6,2,2,37,8,21,8,,,
2026-02-20,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-20,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-20,青岛市,388,367,19,2,120,4,4,0,0,6,5,1,0,,,
2026-02-21,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-21,南京市,4122,1386,1729,1007,956,8,2,3,3,28,15,8,5,,,
2026-02-21,南通市,694,228,407,59,193,2,1,1,0,8,3,5,0,,,
2026-02-21,台州市,223,41,25,157,9,1,0,0,1,1,1,0,0,,,
2026-02-21,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-21,宁波市,3066,1291,1404,318,950,10,7,0,3,16,7,6,3,,,
2026-02-21,常州市,1783,603,995,185,601,3,2,1,0,10,6,3,1,,,
2026-02-21,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-21,无锡市,728,347,350,31,251,5,4,1,0,2,2,0,0,,,
2026-02-21,杭州市,61,55,6,0,6,3,3,0,0,0,0,0,0,,,
2026-02-21,武汉市,1926,1089,821,16,677,6,6,0,0,7,7,0,0,,,
2026-02-21,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-21,温州市,1030,583,244,203,179,5,2,3,0,4,3,0,1,,,
2026-02-21,芜湖市,379,103,276,0,102,0,0,0,0,0,0,0,0,,,
2026-02-21,苏州市,6683,1733,4039,911,2018,16,12,4,0,40,13,21,6,,,
2026-02-21,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-21,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-21,青岛市,388,367,19,2,110,3,3,0,0,3,3,0,0,,,
2026-02-22,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-22,南京市,4179,1397,1737,1045,863,13,5,4,4,26,7,10,9,,,
2026-02-22,南通市,697,229,405,63,178,3,1,0,2,7,4,3,0,,,
2026-02-22,台州市,229,41,24,164,10,3,0,0,3,5,1,1,3,,,
2026-02-22,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-22,宁波市,3075,1299,1409,316,906,12,5,5,2,21,5,8,4,,,
2026-02-22,常州市,1803,611,1006,186,552,3,2,1,0,5,3,1,1,,,
2026-02-22,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-22,无锡市,742,354,356,32,233,6,4,2,0,3,1,2,0,,,
2026-02-22,杭州市,67,61,6,0,7,7,7,0,0,1,1,0,0,,,
2026-02-22,武汉市,1943,1094,832,17,579,14,12,2,0,16,15,0,1,,,
2026-02-22,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-22,温州市,1028,581,244,203,166,7,6,1,0,30,14,4,12,,,
2026-02-22,芜湖市,377,104,273,0,94,1,1,0,0,2,1,1,0,,,
2026-02-22,苏州市,6749,1746,4064,939,1849,22,16,4,2,33,12,13,8,,,
2026-02-22,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-22,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-22,青岛市,386,367,17,2,96,4,4,0,0,3,3,0,0,,,
2026-02-23,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-23,南京市,4228,1411,1741,1076,741,14,9,4,1,25,13,9,3,,,
2026-02-23,南通市,702,234,401,67,154,7,6,0,1,11,4,7,0,,,
2026-02-23,台州市,237,42,24,171,9,12,2,1,9,2,1,0,1,,,
2026-02-23,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-23,宁波市,3109,1311,1428,322,851,15,12,1,2,25,10,8,6,,,
2026-02-23,常州市,1824,614,1013,197,471,8,4,4,0,8,4,4,0,,,
2026-02-23,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-23,无锡市,749,360,355,34,208,14,12,2,0,9,3,6,0,,,
2026-02-23,杭州市,73,67,6,0,5,7,7,0,0,0,0,0,0,,,
2026-02-23,武汉市,1963,1104,839,20,501,16,16,0,0,15,14,1,0,,,
2026-02-23,泉州市,7,0,7,0,1,0,0,0,0,0,0,0,0,,,
2026-02-23,温州市,1035,585,248,202,155,13,10,1,2,13,7,3,3,,,
2026-02-23,芜湖市,379,105,274,0,77,1,1,0,0,1,0,1,0,,,
2026-02-23,苏州市,6841,1761,4099,981,1645,38,28,10,0,42,9,21,12,,,
2026-02-23,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-23,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-23,青岛市,391,372,17,2,82,5,5,0,0,3,3,0,0,,,
2026-02-24,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-24,南京市,4290,1420,1766,1104,661,18,10,5,3,35,10,13,12,,,
2026-02-24,南通市,708,234,403,71,133,2,1,1,0,3,3,0,0,,,
2026-02-24,台州市,249,45,25,179,8,16,3,0,13,4,0,0,4,,,
2026-02-24,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-24,宁波市,3132,1322,1438,372,779,21,15,4,2,37,12,11,14,,,
2026-02-24,常州市,1850,629,1016,205,405,4,4,0,0,17,2,9,6,,,
2026-02-24,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-24,无锡市,758,366,355,37,189,7,6,1,0,9,5,4,0,,,
2026-02-24,杭州市,84,76,8,0,4,8,6,2,0,0,0,0,0,,,
2026-02-24,武汉市,1991,1124,846,21,427,18,15,2,1,22,19,3,0,,,
2026-02-24,泉州市,9,0,9,0,1,1,0,1,0,0,0,0,0,,,
2026-02-24,温州市,1042,588,249,205,135,12,10,0,2,19,8,0,11,,,
2026-02-24,芜湖市,381,104,277,0,62,1,0,1,0,2,1,1,0,,,
2026-02-24,苏州市,6940,1768,4140,1032,1414,34,19,12,3,69,27,29,13,,,
2026-02-24,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-24,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-24,青岛市,398,378,18,2,70,5,4,1,0,6,6,0,0,,,
2026-02-25,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-25,南京市,4355,1445,1777,1133,594,23,16,3,4,37,12,14,11,,,
2026-02-25,南通市,710,236,404,70,133,3,1,1,1,5,0,2,3,,,
2026-02-25,台州市,254,46,25,183,8,10,1,0,9,6,1,0,5,,,
2026-02-25,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-25,宁波市,3191,1347,1453,344,721,28,13,5,10,26,13,9,4,,,
2026-02-25,常州市,1870,638,1024,208,361,11,6,4,1,14,9,3,2,,,
2026-02-25,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-25,无锡市,767,371,358,38,175,9,6,3,0,4,1,3,0,,,
2026-02-25,杭州市,91,82,9,0,3,7,6,1,0,1,0,1,0,,,
2026-02-25,武汉市,2009,1140,847,22,386,20,19,1,0,12,11,1,0,,,
2026-02-25,泉州市,10,0,10,0,1,1,0,1,0,0,0,0,0,,,
2026-02-25,温州市,1074,603,256,215,132,22,14,2,6,12,5,2,5,,,
2026-02-25,芜湖市,383,105,278,0,59,1,1,0,0,0,0,0,0,,,
2026-02-25,苏州市,7040,1802,4165,1073,1276,49,38,9,2,59,29,26,4,,,
2026-02-25,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-25,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-25,青岛市,409,388,19,2,61,10,10,0,0,4,2,2,0,,,
2026-02-26,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-26,南京市,4399,1453,1789,1157,553,23,10,8,5,30,12,9,9,,,
2026-02-26,南通市,712,236,403,73,123,4,1,1,2,5,2,3,0,,,
2026-02-26,台州市,265,47,25,193,8,10,1,0,9,4,0,0,4,,,
2026-02-26,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-26,宁波市,3218,1360,1457,401,686,19,12,3,4,30,11,9,10,,,
2026-02-26,常州市,1880,639,1030,211,339,6,2,3,1,7,2,5,0,,,
2026-02-26,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-26,无锡市,770,372,357,41,163,5,4,0,1,4,4,0,0,,,
2026-02-26,杭州市,98,88,10,0,4,5,5,0,0,0,0,0,0,,,
2026-02-26,武汉市,2012,1135,854,23,355,14,14,0,0,24,19,5,0,,,
