日期,城市,租用中用户数,渠道在租用户数,直客在租用户数,企业包在租用户数,寄存用户数,新增用户数,新增渠道用户数,新增直客用户数,新增企业包用户数,退租用户数,渠道退租用户数,直客退租用户数,企业包退租用户数,,,
2026-02-26,泉州市,10,0,10,0,1,0,0,0,0,0,0,0,0,,,
2026-02-26,温州市,1081,604,256,221,131,20,12,0,8,15,11,1,3,,,
2026-02-26,芜湖市,385,104,281,0,60,1,0,1,0,0,0,0,0,,,
2026-02-26,苏州市,7091,1809,4182,1100,1201,31,22,8,1,43,18,16,9,,,
2026-02-26,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-26,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-26,青岛市,410,389,19,2,55,4,4,0,0,2,2,0,0,,,
2026-02-27,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-27,南京市,4460,1471,1784,1205,508,39,17,10,12,30,10,9,11,,,
2026-02-27,南通市,720,242,404,74,115,7,4,1,2,6,3,2,1,,,
2026-02-27,台州市,269,49,26,194,7,10,4,1,5,6,1,0,5,,,
2026-02-27,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-27,宁波市,3255,1374,1469,412,629,19,11,4,4,17,8,7,2,,,
2026-02-27,常州市,1899,645,1036,218,307,9,7,2,0,18,9,5,4,,,
2026-02-27,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-27,无锡市,779,378,360,41,148,8,8,0,0,9,7,2,0,,,
2026-02-27,杭州市,111,101,10,0,4,14,14,0,0,2,2,0,0,,,
2026-02-27,武汉市,2006,1127,855,24,317,6,6,0,0,39,31,8,0,,,
2026-02-27,泉州市,11,1,10,0,1,1,1,0,0,0,0,0,0,,,
2026-02-27,温州市,1101,622,255,224,119,27,24,2,1,15,8,4,3,,,
2026-02-27,芜湖市,391,107,284,0,51,4,3,1,0,2,0,2,0,,,
2026-02-27,苏州市,7177,1835,4208,1134,1081,52,30,20,2,62,19,33,10,,,
2026-02-27,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-27,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-27,青岛市,415,394,19,2,51,10,10,0,0,6,6,0,0,,,
2026-02-28,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-02-28,南京市,4531,1489,1807,1235,463,49,29,10,10,51,18,13,20,,,
2026-02-28,南通市,731,244,410,77,102,3,1,2,0,3,2,1,0,,,
2026-02-28,台州市,271,50,27,194,7,5,1,1,3,5,0,0,5,,,
2026-02-28,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-28,宁波市,3302,1407,1473,422,576,39,21,6,12,32,9,13,10,,,
2026-02-28,常州市,1927,656,1045,226,279,14,9,5,0,8,4,4,0,,,
2026-02-28,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-28,无锡市,781,382,357,42,142,7,7,0,0,3,2,1,0,,,
2026-02-28,杭州市,119,109,10,0,3,9,9,0,0,0,0,0,0,,,
2026-02-28,武汉市,2023,1145,853,25,296,18,18,0,0,22,13,8,1,,,
2026-02-28,泉州市,12,2,10,0,1,1,1,0,0,0,0,0,0,,,
2026-02-28,温州市,1115,626,265,224,107,21,17,1,3,18,16,0,2,,,
2026-02-28,芜湖市,389,108,280,1,51,2,1,1,0,5,1,4,0,,,
2026-02-28,苏州市,7241,1863,4216,1162,1009,72,50,22,0,92,39,43,10,,,
2026-02-28,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-28,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-02-28,青岛市,416,395,19,2,47,7,7,0,0,7,7,0,0,,,
2026-03-01,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-01,南京市,4554,1503,1813,1238,453,35,25,6,4,41,12,10,19,,,
2026-03-01,南通市,733,243,411,79,105,5,0,1,4,3,0,2,1,,,
2026-03-01,台州市,276,51,27,198,7,6,0,0,6,2,1,1,0,,,
2026-03-01,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-01,宁波市,3315,1423,1467,425,543,23,19,1,3,27,11,10,6,,,
2026-03-01,常州市,1938,657,1056,225,262,6,2,4,0,3,2,1,0,,,
2026-03-01,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-01,无锡市,781,383,355,43,134,7,6,0,1,8,7,1,0,,,
2026-03-01,杭州市,133,123,10,0,4,14,14,0,0,0,0,0,0,,,
2026-03-01,武汉市,2037,1159,855,23,287,17,16,1,0,9,3,3,3,,,
2026-03-01,泉州市,12,2,10,0,1,0,0,0,0,0,0,0,0,,,
2026-03-01,温州市,1112,623,263,226,109,10,7,0,3,20,14,3,3,,,
2026-03-01,芜湖市,393,111,281,1,50,2,2,0,0,1,0,1,0,,,
2026-03-01,苏州市,7278,1876,4223,1179,965,35,24,10,1,43,16,24,3,,,
2026-03-01,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-01,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-01,青岛市,420,400,18,2,49,10,10,0,0,3,3,0,0,,,
2026-03-02,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-03-02,南京市,4627,1515,1842,1270,428,35,15,15,5,33,11,11,11,,,
2026-03-02,南通市,745,254,413,78,98,8,6,0,2,10,5,3,2,,,
2026-03-02,台州市,280,53,26,201,6,6,2,0,4,6,1,0,5,,,
2026-03-02,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-02,宁波市,3372,1458,1487,427,492,50,30,8,12,28,9,8,11,,,
2026-03-02,常州市,1960,670,1062,228,246,11,9,1,1,4,1,3,0,,,
2026-03-02,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-02,无锡市,787,385,357,45,121,13,10,3,0,9,7,2,0,,,
2026-03-02,杭州市,145,136,9,0,4,11,11,0,0,0,0,0,0,,,
2026-03-02,武汉市,2051,1169,856,26,272,20,19,1,0,26,20,6,0,,,
2026-03-02,泉州市,15,5,10,0,1,3,3,0,0,0,0,0,0,,,
2026-03-02,温州市,1140,641,266,233,99,32,27,1,4,14,13,0,1,,,
2026-03-02,芜湖市,394,111,281,2,43,1,1,0,0,3,1,2,0,,,
2026-03-02,苏州市,7364,1915,4254,1195,885,57,45,11,1,51,22,21,8,,,
2026-03-02,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-02,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-02,青岛市,415,396,17,2,44,3,3,0,0,9,8,1,0,,,
2026-03-03,上海市,2,0,2,0,1,0,0,0,0,1,0,1,0,,,
2026-03-03,南京市,4639,1520,1841,1278,416,19,10,6,3,38,7,20,11,,,
2026-03-03,南通市,752,257,414,81,95,5,2,1,2,4,1,2,1,,,
2026-03-03,台州市,279,54,26,199,4,5,2,0,3,8,1,1,6,,,
2026-03-03,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-03,宁波市,3404,1479,1497,428,470,36,23,7,6,37,11,8,18,,,
2026-03-03,常州市,1969,676,1065,228,237,12,10,2,0,17,8,4,5,,,
2026-03-03,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-03,无锡市,798,392,360,46,119,8,7,1,0,5,3,2,0,,,
2026-03-03,杭州市,162,153,9,0,3,18,17,1,0,1,1,0,0,,,
2026-03-03,武汉市,2056,1172,856,28,261,20,19,1,0,21,19,1,1,,,
2026-03-03,泉州市,16,6,10,0,1,1,1,0,0,0,0,0,0,,,
2026-03-03,温州市,1155,650,268,237,101,26,18,2,6,16,10,3,3,,,
2026-03-03,芜湖市,394,111,280,3,38,0,0,0,0,2,1,1,0,,,
2026-03-03,苏州市,7429,1948,4283,1198,856,65,48,17,0,64,20,34,10,,,
2026-03-03,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-03,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-03,青岛市,416,397,17,2,48,6,6,0,0,7,7,0,0,,,
2026-03-04,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-03-04,南京市,4699,1535,1867,1297,405,22,14,3,5,34,12,7,15,,,
2026-03-04,南通市,759,263,417,79,91,4,3,1,0,4,0,2,2,,,
2026-03-04,台州市,276,53,27,196,3,8,2,1,5,9,2,0,7,,,
2026-03-04,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-04,宁波市,3440,1507,1510,423,452,45,25,7,13,42,5,12,25,,,
2026-03-04,常州市,1994,684,1077,233,221,14,9,4,1,4,2,2,0,,,
2026-03-04,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-04,无锡市,812,400,365,47,116,17,12,5,0,7,5,1,1,,,
2026-03-04,杭州市,183,173,10,0,3,23,22,1,0,1,1,0,0,,,
2026-03-04,武汉市,2069,1187,853,29,236,25,25,0,0,27,20,7,0,,,
2026-03-04,泉州市,20,10,10,0,1,4,4,0,0,0,0,0,0,,,
2026-03-04,温州市,1180,667,275,238,93,35,26,3,6,19,17,2,0,,,
2026-03-04,芜湖市,395,112,280,3,36,1,1,0,0,3,3,0,0,,,
2026-03-04,苏州市,7502,1982,4303,1217,834,57,43,14,0,34,18,13,3,,,
2026-03-04,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-04,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-04,青岛市,421,402,17,2,46,6,6,0,0,4,4,0,0,,,
2026-03-05,上海市,3,0,3,0,1,0,0,0,0,0,0,0,0,,,
2026-03-05,南京市,4756,1547,1881,1328,373,36,15,15,6,31,5,10,16,,,
2026-03-05,南通市,769,268,418,83,86,9,5,1,3,7,3,2,2,,,
2026-03-05,台州市,278,52,27,199,4,3,0,1,2,1,0,1,0,,,
2026-03-05,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-05,宁波市,3461,1522,1516,423,439,31,18,4,9,35,10,9,16,,,
2026-03-05,常州市,2022,697,1086,239,201,14,11,2,1,16,12,4,0,,,
2026-03-05,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-05,无锡市,812,395,368,49,117,10,8,2,0,12,10,2,0,,,
2026-03-05,杭州市,198,187,11,0,5,15,14,1,0,2,2,0,0,,,
2026-03-05,武汉市,2078,1194,855,29,218,24,23,1,0,21,18,3,0,,,
2026-03-05,泉州市,22,12,10,0,1,2,2,0,0,0,0,0,0,,,
2026-03-05,温州市,1175,666,275,234,90,9,7,0,2,11,7,0,4,,,
2026-03-05,芜湖市,402,115,284,3,34,2,1,1,0,2,2,0,0,,,
2026-03-05,苏州市,7584,2021,4320,1243,789,57,45,8,4,54,20,26,8,,,
2026-03-05,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-05,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-05,青岛市,436,415,19,2,45,16,14,2,0,0,0,0,0,,,
2026-03-06,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-06,南京市,4815,1563,1902,1350,354,43,18,16,9,34,11,14,9,,,
2026-03-06,南通市,765,265,419,81,83,2,1,1,0,4,2,0,2,,,
2026-03-06,台州市,279,52,29,198,4,5,2,1,2,6,2,0,4,,,
2026-03-06,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-06,宁波市,3538,1562,1544,432,394,64,39,11,14,33,13,9,11,,,
2026-03-06,常州市,2050,715,1089,246,189,21,16,3,2,10,4,4,2,,,
2026-03-06,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-06,无锡市,822,402,371,49,114,8,8,0,0,3,2,0,1,,,
2026-03-06,杭州市,211,199,12,0,3,13,12,1,0,1,0,1,0,,,
2026-03-06,武汉市,2111,1223,858,30,205,43,42,1,0,22,17,4,1,,,
2026-03-06,泉州市,24,14,10,0,1,2,2,0,0,0,0,0,0,,,
2026-03-06,温州市,1191,679,277,235,87,28,22,1,5,20,14,0,6,,,
2026-03-06,芜湖市,403,116,284,3,36,1,0,1,0,2,0,2,0,,,
2026-03-06,苏州市,7667,2067,4345,1255,765,60,47,12,1,58,22,27,9,,,
2026-03-06,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-06,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-06,青岛市,445,425,18,2,43,11,11,0,0,5,5,0,0,,,
2026-03-07,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-07,南京市,4884,1587,1914,1383,332,39,19,15,5,21,5,10,6,,,
2026-03-07,南通市,775,266,426,83,81,8,3,5,0,4,3,1,0,,,
2026-03-07,台州市,287,52,31,204,4,8,0,1,7,5,2,0,3,,,
2026-03-07,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-07,宁波市,3576,1580,1551,445,370,37,20,4,13,32,9,15,8,,,
2026-03-07,常州市,2067,729,1087,251,183,16,13,2,1,13,5,7,1,,,
2026-03-07,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-07,无锡市,834,412,374,48,109,15,15,0,0,5,5,0,0,,,
2026-03-07,杭州市,225,212,13,0,6,16,15,1,0,1,1,0,0,,,
2026-03-07,武汉市,2126,1239,856,31,188,23,22,1,0,16,11,5,0,,,
2026-03-07,泉州市,31,21,10,0,1,7,7,0,0,0,0,0,0,,,
2026-03-07,温州市,1221,687,288,246,79,44,25,3,16,17,13,0,4,,,
2026-03-07,芜湖市,404,117,284,3,31,1,1,0,0,0,0,0,0,,,
2026-03-07,苏州市,7716,2098,4346,1272,710,51,42,6,3,43,15,22,6,,,
2026-03-07,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-07,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-07,青岛市,458,438,18,2,44,19,19,0,0,2,2,0,0,,,
2026-03-08,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-08,南京市,4925,1600,1930,1395,323,36,20,10,6,44,17,10,17,,,
2026-03-08,南通市,785,272,427,86,84,8,5,1,2,2,1,0,1,,,
2026-03-08,台州市,288,54,31,203,4,4,3,0,1,9,0,0,9,,,
2026-03-08,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-08,宁波市,3627,1623,1560,444,349,56,40,6,10,30,11,4,15,,,
2026-03-08,常州市,2068,730,1086,252,172,9,6,2,1,22,7,12,3,,,
2026-03-08,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-08,无锡市,841,418,376,47,105,12,11,1,0,8,6,1,1,,,
2026-03-08,杭州市,253,241,12,0,10,30,30,0,0,2,2,0,0,,,
2026-03-08,武汉市,2151,1251,868,32,173,28,24,4,0,17,13,3,1,,,
2026-03-08,泉州市,34,24,10,0,1,3,3,0,0,0,0,0,0,,,
2026-03-08,温州市,1238,701,291,246,74,26,19,3,4,21,13,1,7,,,
2026-03-08,芜湖市,399,114,282,3,34,0,0,0,0,3,1,2,0,,,
2026-03-08,苏州市,7789,2141,4367,1281,692,70,57,13,0,57,23,19,15,,,
2026-03-08,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-08,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-08,青岛市,473,453,18,2,43,15,15,0,0,2,2,0,0,,,
2026-03-09,上海市,1,0,1,0,1,0,0,0,0,1,0,1,0,,,
2026-03-09,南京市,4938,1621,1924,1393,338,36,21,9,6,53,13,16,24,,,
2026-03-09,南通市,793,278,427,88,85,10,5,3,2,9,3,4,2,,,
2026-03-09,台州市,293,54,35,204,4,12,0,4,8,2,0,0,2,,,
2026-03-09,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-09,宁波市,3680,1652,1566,462,320,47,27,3,17,25,7,10,8,,,
2026-03-09,常州市,2080,733,1091,256,159,7,5,2,0,12,6,5,1,,,
2026-03-09,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-09,无锡市,839,420,374,45,110,5,4,1,0,11,2,7,2,,,
2026-03-09,杭州市,278,264,14,0,12,25,23,2,0,0,0,0,0,,,
2026-03-09,武汉市,2155,1254,868,33,176,17,15,2,0,27,18,8,1,,,
2026-03-09,泉州市,37,27,10,0,1,3,3,0,0,0,0,0,0,,,
2026-03-09,温州市,1254,714,291,249,74,37,21,2,14,28,12,3,13,,,
2026-03-09,芜湖市,402,115,284,3,35,0,0,0,0,1,1,0,0,,,
2026-03-09,苏州市,7873,2194,4381,1298,675,65,54,11,0,45,17,19,9,,,
2026-03-09,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-09,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-09,青岛市,480,460,18,2,40,14,14,0,0,5,5,0,0,,,
2026-03-10,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-10,南京市,4941,1613,1929,1399,324,18,5,7,6,47,16,14,17,,,
2026-03-10,南通市,791,279,424,88,83,2,1,0,1,4,1,3,0,,,
2026-03-10,台州市,293,59,36,198,4,8,4,0,4,13,0,0,13,,,
2026-03-10,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-10,宁波市,3709,1678,1569,462,303,47,31,7,9,38,11,17,10,,,
2026-03-10,常州市,2091,741,1096,254,160,12,12,0,0,13,8,1,4,,,
2026-03-10,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-10,无锡市,848,426,377,45,103,10,10,0,0,4,4,0,0,,,
2026-03-10,杭州市,291,278,13,0,10,16,16,0,0,3,3,0,0,,,
2026-03-10,武汉市,2162,1257,868,37,175,16,14,2,0,18,16,2,0,,,
2026-03-10,泉州市,42,32,10,0,2,5,5,0,0,0,0,0,0,,,
2026-03-10,温州市,1251,719,287,245,74,29,22,1,6,27,12,5,10,,,
2026-03-10,芜湖市,402,116,283,3,31,1,1,0,0,1,1,0,0,,,
2026-03-10,苏州市,7962,2249,4406,1307,674,77,62,15,0,42,15,20,7,,,
2026-03-10,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-10,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-10,青岛市,491,472,17,2,41,15,15,0,0,6,5,1,0,,,
2026-03-11,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-11,南京市,4939,1613,1923,1403,320,29,14,12,3,64,24,31,9,,,
2026-03-11,南通市,799,285,427,87,82,6,4,1,1,5,2,2,1,,,
2026-03-11,台州市,291,58,33,200,4,7,3,0,4,5,0,2,3,,,
2026-03-11,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-11,宁波市,3760,1710,1576,474,297,53,35,7,11,27,7,8,12,,,
2026-03-11,常州市,2085,740,1090,255,160,8,7,1,0,13,7,6,0,,,
2026-03-11,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-11,无锡市,858,433,379,46,105,7,6,1,0,5,3,2,0,,,
2026-03-11,杭州市,310,295,15,0,12,18,17,1,0,0,0,0,0,,,
2026-03-11,武汉市,2195,1281,878,36,174,31,25,6,0,6,4,2,0,,,
2026-03-11,泉州市,49,39,10,0,2,7,7,0,0,0,0,0,0,,,
2026-03-11,温州市,1261,722,287,252,70,24,12,2,10,33,13,1,19,,,
2026-03-11,芜湖市,403,116,284,3,28,0,0,0,0,1,0,1,0,,,
2026-03-11,苏州市,8009,2286,4415,1308,668,76,61,14,1,52,24,16,12,,,
2026-03-11,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-11,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-11,青岛市,501,482,17,2,42,13,13,0,0,5,5,0,0,,,
2026-03-12,上海市,1,0,1,0,1,0,0,0,0,1,0,1,0,,,
2026-03-12,南京市,4965,1623,1934,1408,315,23,12,7,4,29,8,15,6,,,
2026-03-12,南通市,803,287,427,89,81,8,6,0,2,6,3,2,1,,,
2026-03-12,台州市,294,60,34,200,4,4,2,1,1,3,1,0,2,,,
2026-03-12,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-12,宁波市,3812,1741,1588,483,287,57,35,8,14,27,9,8,10,,,
2026-03-12,常州市,2096,747,1093,256,159,13,11,2,0,16,8,5,3,,,
2026-03-12,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-12,无锡市,859,435,377,47,104,5,5,0,0,6,4,2,0,,,
2026-03-12,杭州市,330,313,17,0,13,21,19,2,0,0,0,0,0,,,
2026-03-12,武汉市,2186,1276,875,35,174,13,13,0,0,24,19,4,1,,,
2026-03-12,泉州市,51,41,10,0,2,3,3,0,0,1,1,0,0,,,
2026-03-12,温州市,1290,741,292,257,64,39,26,3,10,15,12,1,2,,,
2026-03-12,芜湖市,402,116,282,4,30,0,0,0,0,0,0,0,0,,,
2026-03-12,苏州市,8062,2326,4430,1306,649,75,62,13,0,57,20,24,13,,,
2026-03-12,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-12,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-12,青岛市,506,487,17,2,48,15,15,0,0,7,7,0,0,,,
2026-03-13,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-13,南京市,4990,1624,1954,1412,315,33,19,10,4,36,14,4,18,,,
2026-03-13,南通市,808,289,429,90,81,8,4,3,1,5,2,2,1,,,
2026-03-13,台州市,300,61,34,205,4,8,3,0,5,4,3,0,1,,,
2026-03-13,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-13,宁波市,3832,1752,1601,479,300,41,27,7,7,37,18,9,10,,,
2026-03-13,常州市,2102,759,1090,253,155,16,14,2,0,15,5,8,2,,,
2026-03-13,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-13,无锡市,860,433,381,46,111,3,3,0,0,5,4,1,0,,,
2026-03-13,杭州市,344,326,18,0,14,13,12,1,0,1,1,0,0,,,
2026-03-13,武汉市,2183,1274,872,37,173,15,14,0,1,11,7,3,1,,,
2026-03-13,泉州市,53,43,10,0,2,2,2,0,0,0,0,0,0,,,
2026-03-13,温州市,1309,752,289,268,59,36,20,1,15,25,19,1,5,,,
2026-03-13,芜湖市,405,118,282,5,28,1,1,0,0,0,0,0,0,,,
2026-03-13,苏州市,8109,2360,4434,1315,636,69,56,11,2,62,30,23,9,,,
2026-03-13,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-13,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-13,青岛市,506,487,17,2,45,6,6,0,0,4,4,0,0,,,
2026-03-14,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-14,南京市,4999,1626,1951,1422,312,26,13,10,3,48,19,16,13,,,
2026-03-14,南通市,810,293,427,90,81,5,4,0,1,6,2,2,2,,,
2026-03-14,台州市,292,62,34,196,4,5,2,0,3,12,2,0,10,,,
2026-03-14,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,宁波市,3856,1760,1605,491,296,37,19,6,12,30,18,6,6,,,
2026-03-14,常州市,2104,765,1085,254,154,11,10,1,0,17,11,5,1,,,
2026-03-14,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,无锡市,863,435,381,47,113,8,6,2,0,5,4,1,0,,,
2026-03-14,杭州市,360,340,20,0,15,17,15,2,0,0,0,0,0,,,
2026-03-14,武汉市,2178,1277,865,36,174,16,16,0,0,14,10,3,1,,,
2026-03-14,泉州市,58,48,10,0,4,5,5,0,0,0,0,0,0,,,
2026-03-14,温州市,1325,766,286,273,62,32,23,0,9,21,6,4,11,,,
2026-03-14,芜湖市,405,117,283,5,27,0,0,0,0,2,1,1,0,,,
2026-03-14,苏州市,8151,2388,4446,1317,623,69,54,14,1,48,22,18,8,,,
2026-03-14,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-14,青岛市,514,495,17,2,45,11,11,0,0,6,6,0,0,,,
2026-03-15,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-15,南京市,5009,1625,1961,1423,316,17,12,5,0,25,9,6,10,,,
2026-03-15,南通市,822,297,431,94,81,11,5,3,3,3,2,1,0,,,
2026-03-15,台州市,296,63,34,199,5,4,4,0,0,4,3,0,1,,,
2026-03-15,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,宁波市,3884,1780,1610,494,291,45,24,6,15,39,16,12,11,,,
2026-03-15,常州市,2120,773,1093,254,152,17,14,1,2,10,3,5,2,,,
2026-03-15,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,无锡市,878,447,384,47,112,15,14,1,0,3,1,2,0,,,
2026-03-15,杭州市,383,362,21,0,12,23,22,1,0,0,0,0,0,,,
2026-03-15,武汉市,2174,1275,863,36,178,10,10,0,0,18,15,3,0,,,
2026-03-15,泉州市,59,49,10,0,3,2,1,1,0,1,0,1,0,,,
2026-03-15,温州市,1346,781,288,277,61,29,19,4,6,13,4,4,5,,,
2026-03-15,芜湖市,406,118,281,7,29,3,1,1,1,1,0,1,0,,,
2026-03-15,苏州市,8177,2406,4457,1314,628,54,32,20,2,59,25,19,15,,,
2026-03-15,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-15,青岛市,526,507,17,2,44,16,16,0,0,3,3,0,0,,,
2026-03-16,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-16,南京市,5026,1627,1956,1443,314,55,15,10,30,38,11,15,12,,,
2026-03-16,南通市,819,297,429,93,82,3,1,1,1,3,1,0,2,,,
2026-03-16,台州市,293,65,34,194,4,4,3,0,1,7,2,0,5,,,
2026-03-16,合肥市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,宁波市,3921,1790,1624,507,292,44,25,5,14,28,12,8,8,,,
2026-03-16,常州市,2120,773,1090,257,156,8,5,3,0,14,7,7,0,,,
2026-03-16,徐州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,无锡市,877,447,383,47,118,2,1,0,1,6,2,3,1,,,
2026-03-16,杭州市,401,379,22,0,18,21,20,1,0,4,4,0,0,,,
2026-03-16,武汉市,2164,1267,860,37,177,11,11,0,0,18,16,2,0,,,
2026-03-16,泉州市,60,50,10,0,2,2,2,0,0,1,1,0,0,,,
2026-03-16,温州市,1362,800,288,274,58,32,22,1,9,27,11,3,13,,,
2026-03-16,芜湖市,404,117,280,7,30,0,0,0,0,3,1,2,0,,,
2026-03-16,苏州市,8194,2422,4452,1320,623,42,33,8,1,39,17,19,3,,,
2026-03-16,鄂州市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,金华市,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2026-03-16,青岛市,544,524,17,3,40,20,19,0,1,2,2,0,0,,,
2026-03-17,上海市,2,0,2,0,1,0,0,0,0,0,0,0,0,,,
2026-03-17,南京市,5028,1624,1951,1453,322,16,7,3,6,27,6,7,14,,,
