日期,城市,总订单数,渠道订单数,直客订单数,企业包订单数,周卡订单数,渠道周卡订单数,直客周卡订单数,月卡订单数,渠道月卡订单数,直客月卡订单数,双月卡订单数,渠道双月卡订单数,直客双月卡订单数,季卡订单数,渠道季卡订单数,直客季卡订单数,半年卡订单数,渠道半年卡订单数,直客半年卡订单数,已收租金,已收押金,退款押金,退款租金
2024-07-31,温州市,45,0,14,31,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,3963,,,
2024-07-31,芜湖市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2083,,,
2024-07-31,苏州市,14,0,14,0,0,0,0,13,0,13,0,0,0,1,0,1,0,0,0,5904,,,
2024-07-31,金华市,13,0,9,4,1,0,1,8,0,8,0,0,0,0,0,0,0,0,0,2332.01,3,,
2024-08-01,南京市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.01,,,
2024-08-01,南通市,19,0,19,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,5931,3,1,
2024-08-01,合肥市,26,0,26,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,7834,16,,
2024-08-01,宁波市,147,6,140,1,2,0,2,144,6,138,0,0,0,0,0,0,0,0,0,44894,27,10,578
2024-08-01,常州市,62,0,60,2,1,0,1,59,0,59,0,0,0,0,0,0,0,0,0,19430,3,3,
2024-08-01,徐州市,15,0,15,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,4555,3,2,
2024-08-01,无锡市,46,0,46,0,0,0,0,45,0,45,0,0,0,1,0,1,0,0,0,14646,14,3,
2024-08-01,武汉市,61,0,61,0,10,0,10,47,0,47,1,0,1,3,0,3,0,0,0,19383,16,13,289
2024-08-01,温州市,31,0,6,25,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1944,,,
2024-08-01,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1276,,,
2024-08-01,苏州市,19,0,19,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,7011,,,
2024-08-01,金华市,13,0,7,6,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2033,2,2,289
2024-08-02,南京市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.01,,,
2024-08-02,南通市,29,0,28,1,0,0,0,27,0,27,0,0,0,1,0,1,0,0,0,9222,5,1,129
2024-08-02,合肥市,38,0,38,0,2,0,2,36,0,36,0,0,0,0,0,0,0,0,0,11102,16,1,
2024-08-02,宁波市,117,4,113,0,2,0,2,115,4,111,0,0,0,0,0,0,0,0,0,35598.01,17,15,184
2024-08-02,常州市,46,0,43,3,2,0,2,40,0,40,0,0,0,1,0,1,0,0,0,14564.03,2,3,
2024-08-02,徐州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1794,3,,
2024-08-02,无锡市,28,0,27,1,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,7866.01,8,2,
2024-08-02,武汉市,52,0,52,0,6,0,6,41,0,41,4,0,4,1,0,1,0,0,0,16108.02,8,11,289
2024-08-02,温州市,57,0,14,43,1,0,1,13,0,13,0,0,0,0,0,0,0,0,0,4006,,,
2024-08-02,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2024-08-02,苏州市,26,0,26,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,9594,1,,
2024-08-02,金华市,12,0,5,7,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1485,1,1,289
2024-08-03,南京市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.01,,,
2024-08-03,南通市,22,0,21,1,0,0,0,20,0,20,0,0,0,1,0,1,0,0,0,7165,8,4,
2024-08-03,合肥市,21,0,21,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,6439,8,,
2024-08-03,宁波市,99,6,93,0,4,0,4,95,6,89,0,0,0,0,0,0,0,0,0,29759.01,11,12,
2024-08-03,常州市,62,0,56,6,3,0,3,51,0,51,0,0,0,2,0,2,0,0,0,19039,6,43,227
2024-08-03,徐州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1196,2,1,
2024-08-03,无锡市,25,0,25,0,1,0,1,23,0,23,1,0,1,0,0,0,0,0,0,7316.01,4,1,
2024-08-03,武汉市,57,0,57,0,17,0,17,37,0,37,3,0,3,0,0,0,0,0,0,14635.02,11,13,
2024-08-03,温州市,37,0,3,34,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,927,1,,
2024-08-03,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1316,,,
2024-08-03,苏州市,22,0,22,0,0,0,0,20,0,20,1,0,1,1,0,1,0,0,0,9225,,,
2024-08-03,金华市,6,0,4,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1266,4,,
2024-08-04,南通市,17,0,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,5373,3,2,
2024-08-04,合肥市,25,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,7276.01,12,36,289
2024-08-04,宁波市,116,0,114,2,1,0,1,112,0,112,0,0,0,1,0,1,0,0,0,35243.03,10,13,408
2024-08-04,常州市,71,0,67,4,1,0,1,63,0,63,0,0,0,3,0,3,0,0,0,23547.01,2,9,
2024-08-04,徐州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1196.01,,,
2024-08-04,无锡市,21,0,21,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,6375,4,3,
2024-08-04,武汉市,53,0,53,0,9,0,9,41,0,41,1,0,1,2,0,2,0,0,0,16344.01,6,126,
2024-08-04,温州市,45,0,7,38,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2133,1,,
2024-08-04,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2024-08-04,苏州市,15,0,13,2,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,4797,3,,
2024-08-04,金华市,14,0,7,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2083,4,2,289
2024-08-05,南通市,22,0,21,1,0,0,0,20,0,20,0,0,0,1,0,1,0,0,0,7380,4,4,99
2024-08-05,合肥市,31,0,31,0,1,0,1,30,0,30,0,0,0,0,0,0,0,0,0,9130.01,18,2,
2024-08-05,宁波市,115,4,108,3,3,0,3,109,4,105,0,0,0,0,0,0,0,0,0,33164.04,6,14,488
2024-08-05,常州市,56,0,56,0,2,0,2,54,0,54,0,0,0,0,0,0,0,0,0,18054,8,7,
2024-08-05,徐州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,598.01,,1,
2024-08-05,无锡市,30,0,29,1,0,0,0,27,0,27,1,0,1,1,0,1,0,0,0,10020,9,6,
2024-08-05,武汉市,52,0,52,0,9,0,9,41,0,41,2,0,2,0,0,0,0,0,0,14728,14,7,
2024-08-05,温州市,37,0,5,32,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1515,1,,
2024-08-05,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1396,,,
2024-08-05,苏州市,19,0,19,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,7011,1,,
2024-08-05,金华市,20,0,13,7,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,3829,6,1,
2024-08-06,南通市,21,0,19,2,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,5883,6,11,
2024-08-06,合肥市,41,0,41,0,0,0,0,41,0,41,0,0,0,0,0,0,0,0,0,11781.02,25,14,
2024-08-06,宁波市,120,7,113,0,4,1,3,116,6,110,0,0,0,0,0,0,0,0,0,35437.03,13,69,558
2024-08-06,常州市,67,0,65,2,1,0,1,62,0,62,0,0,0,2,0,2,0,0,0,22857,2,29,
2024-08-06,徐州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2163,2,6,
2024-08-06,无锡市,27,1,26,0,0,0,0,26,1,25,1,0,1,0,0,0,0,0,0,8378,11,60,
2024-08-06,武汉市,53,0,53,0,4,0,4,48,0,48,1,0,1,0,0,0,0,0,0,15290.03,11,26,
2024-08-06,温州市,40,0,9,31,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,2721,,,
2024-08-06,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2024-08-06,苏州市,17,0,17,0,0,0,0,16,0,16,0,0,0,1,0,1,0,0,0,7011,,,
2024-08-06,金华市,15,0,11,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,3369,3,5,360
2024-08-07,南通市,29,0,29,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,9351,3,3,
2024-08-07,合肥市,31,0,31,0,1,0,1,30,0,30,0,0,0,0,0,0,0,0,0,9219,20,2,
2024-08-07,宁波市,145,5,138,2,2,0,2,140,5,135,0,0,0,1,0,1,0,0,0,43669.03,20,19,289
2024-08-07,常州市,54,1,50,3,2,0,2,47,1,46,0,0,0,2,0,2,0,0,0,17851,4,16,
2024-08-07,徐州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1495,3,2,359
2024-08-07,无锡市,30,0,30,0,2,0,2,28,0,28,0,0,0,0,0,0,0,0,0,8661.01,6,6,
2024-08-07,武汉市,62,1,61,0,9,0,9,50,1,49,3,0,3,0,0,0,0,0,0,18066.01,11,6,
2024-08-07,温州市,47,0,7,40,0,0,0,6,0,6,0,0,0,1,0,1,0,0,0,2841,1,,
2024-08-07,芜湖市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,1863,,,
2024-08-07,苏州市,10,0,10,0,1,0,1,7,0,7,0,0,0,2,0,2,0,0,0,4906,1,,
2024-08-07,金华市,15,0,4,11,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1216,,1,
2024-08-08,南通市,21,0,20,1,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,6031.01,7,8,
2024-08-08,合肥市,34,0,34,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,10336,14,12,
2024-08-08,宁波市,122,2,117,3,4,0,4,115,2,113,0,0,0,0,0,0,0,0,0,35410.02,9,32,1086
2024-08-08,常州市,68,0,63,5,4,0,4,55,0,55,0,0,0,4,0,4,0,0,0,21846.02,7,22,
2024-08-08,徐州市,10,0,10,0,1,0,1,9,0,9,0,0,0,0,0,0,0,0,0,2761.01,2,5,
2024-08-08,无锡市,32,1,31,0,0,0,0,31,1,30,1,0,1,0,0,0,0,0,0,10247,8,8,
2024-08-08,武汉市,56,0,56,0,6,0,6,47,0,47,2,0,2,1,0,1,0,0,0,17413.01,10,34,
2024-08-08,温州市,33,0,7,26,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2193,,,
2024-08-08,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2014,,,
2024-08-08,苏州市,13,0,13,0,1,0,1,11,0,11,0,0,0,0,0,0,1,0,1,6382,,,
2024-08-08,金华市,13,0,4,9,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1106,1,2,289
2024-08-09,南通市,25,0,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,8085,1,2,
2024-08-09,合肥市,32,0,32,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,9668,21,1,
2024-08-09,宁波市,121,7,112,2,2,0,2,117,7,110,0,0,0,0,0,0,0,0,0,36208.01,19,20,289
2024-08-09,常州市,48,0,47,1,2,0,2,44,0,44,0,0,0,1,0,1,0,0,0,15379.02,6,9,
2024-08-09,徐州市,6,0,6,0,0,0,0,5,0,5,0,0,0,1,0,1,0,0,0,2335,1,3,
2024-08-09,无锡市,23,0,23,0,0,0,0,22,0,22,0,0,0,1,0,1,0,0,0,7433,7,2,
2024-08-09,武汉市,56,2,54,0,8,0,8,45,2,43,2,0,2,1,0,1,0,0,0,16382.03,9,7,289
2024-08-09,温州市,45,0,5,40,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1549,1,,
2024-08-09,芜湖市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,1963,,,
2024-08-09,苏州市,17,0,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,6273,,,
2024-08-09,金华市,18,0,6,12,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1784,2,3,
2024-08-10,南通市,14,0,14,0,0,0,0,13,0,13,0,0,0,1,0,1,0,0,0,4919,2,2,
2024-08-10,合肥市,31,0,31,0,1,0,1,30,0,30,0,0,0,0,0,0,0,0,0,9109,16,,
2024-08-10,宁波市,114,4,103,7,1,0,1,106,4,102,0,0,0,0,0,0,0,0,0,33006.01,10,9,279
2024-08-10,常州市,56,3,50,3,6,3,3,47,0,47,0,0,0,0,0,0,0,0,0,15790.03,3,18,
2024-08-10,徐州市,5,0,5,0,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,1776,,2,
2024-08-10,无锡市,18,0,18,0,2,0,2,16,0,16,0,0,0,0,0,0,0,0,0,5048,2,1,
2024-08-10,武汉市,79,0,79,0,16,0,16,60,0,60,1,0,1,2,0,2,0,0,0,22839.02,14,13,
2024-08-10,温州市,34,0,7,27,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2193,,,
2024-08-10,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,887,,,
2024-08-10,苏州市,12,0,12,0,1,0,1,11,0,11,0,0,0,0,0,0,0,0,0,4168,,,
2024-08-10,金华市,14,0,10,4,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,2950,1,,
2024-08-11,南通市,30,1,27,2,0,0,0,26,1,25,0,0,0,2,0,2,0,0,0,10117,5,5,
2024-08-11,合肥市,33,0,33,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,9598.01,18,,
2024-08-11,宁波市,125,3,120,2,4,0,4,119,3,116,0,0,0,0,0,0,0,0,0,36989.01,19,17,259
2024-08-11,常州市,49,0,48,1,2,0,2,46,0,46,0,0,0,0,0,0,0,0,0,15154.02,1,7,
2024-08-11,徐州市,9,0,9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,2761,2,3,
2024-08-11,无锡市,22,0,22,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,6732,6,1,
2024-08-11,武汉市,56,1,55,0,11,1,10,41,0,41,2,0,2,2,0,2,0,0,0,17331.01,11,10,289
2024-08-11,温州市,50,0,5,45,0,0,0,4,0,4,0,0,0,1,0,1,0,0,0,2257,,,
2024-08-11,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1136,,,
2024-08-11,苏州市,21,0,21,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,7749,1,,
2024-08-11,金华市,5,0,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,299,,1,
2024-08-12,南通市,30,0,27,3,0,0,0,26,0,26,0,0,0,1,0,1,0,0,0,9107,7,3,
2024-08-12,合肥市,32,0,32,0,1,0,1,31,0,31,0,0,0,0,0,0,0,0,0,9139.01,20,2,289
2024-08-12,宁波市,117,4,109,4,3,0,3,109,4,105,0,0,0,1,0,1,0,0,0,34252.03,14,15,
2024-08-12,常州市,50,0,48,2,2,0,2,44,0,44,0,0,0,2,0,2,0,0,0,16163.02,2,13,
2024-08-12,徐州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1565,1,2,
2024-08-12,无锡市,28,0,27,1,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,8376,7,2,289
2024-08-12,武汉市,65,0,65,0,15,0,15,45,0,45,4,0,4,1,0,1,0,0,0,18352.02,12,18,
2024-08-12,温州市,33,0,5,28,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1575,,,
2024-08-12,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2024-08-12,苏州市,20,0,18,2,1,0,1,16,0,16,0,0,0,1,0,1,0,0,0,7120,1,,
2024-08-12,金华市,14,0,6,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1704,3,1,259
2024-08-13,南通市,16,0,16,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,5164,2,1,289
2024-08-13,合肥市,30,0,30,0,0,0,0,29,0,29,0,0,0,1,0,1,0,0,0,8734.03,12,3,
2024-08-13,宁波市,117,4,111,2,5,0,5,110,4,106,0,0,0,0,0,0,0,0,0,34028.01,18,15,
2024-08-13,常州市,46,0,45,1,2,0,2,42,0,42,0,0,0,1,0,1,0,0,0,14589,3,39,149
2024-08-13,徐州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,897,,,
2024-08-13,无锡市,29,0,29,0,0,0,0,28,0,28,1,0,1,0,0,0,0,0,0,9006,10,5,
2024-08-13,武汉市,57,0,57,0,6,0,6,49,0,49,2,0,2,0,0,0,0,0,0,16784.01,6,12,
2024-08-13,温州市,28,0,6,22,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1884,1,,
2024-08-13,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2024-08-13,苏州市,16,0,14,2,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,5166,,,
2024-08-13,金华市,14,0,11,3,1,0,1,10,0,10,0,0,0,0,0,0,0,0,0,2483.02,3,1,
2024-08-14,南通市,23,1,21,1,1,0,1,20,1,19,0,0,0,1,0,1,0,0,0,7329,1,2,
2024-08-14,合肥市,21,0,21,0,1,0,1,20,0,20,0,0,0,0,0,0,0,0,0,6149,7,,
2024-08-14,宁波市,114,3,111,0,2,1,1,112,2,110,0,0,0,0,0,0,0,0,0,34720.02,12,12,259
2024-08-14,常州市,55,0,50,5,4,0,4,43,0,43,0,0,0,3,0,3,0,0,0,16855.02,5,11,
2024-08-14,徐州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1565,1,2,
2024-08-14,无锡市,22,0,22,0,1,0,1,21,0,21,0,0,0,0,0,0,0,0,0,5998.02,4,4,
2024-08-14,武汉市,55,0,55,0,10,0,10,43,0,43,0,0,0,2,0,2,0,0,0,15206.05,6,19,359
2024-08-14,温州市,31,0,8,23,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2562,1,,
2024-08-14,芜湖市,6,0,6,0,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,1651,,,
2024-08-14,苏州市,13,0,12,1,0,0,0,11,0,11,0,0,0,1,0,1,0,0,0,5166,,,
2024-08-14,金华市,18,0,12,6,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,2982.02,3,,
2024-08-15,南京市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.01,,,
2024-08-15,南通市,16,0,16,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,5064,3,14,
2024-08-15,合肥市,37,0,37,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,11133,18,21,
2024-08-15,宁波市,137,1,136,0,2,0,2,135,1,134,0,0,0,0,0,0,0,0,0,41674.02,22,80,89
2024-08-15,常州市,54,0,53,1,1,0,1,52,0,52,0,0,0,0,0,0,0,0,0,16947,4,18,289
2024-08-15,徐州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2093,2,1,
2024-08-15,无锡市,42,0,42,0,1,0,1,41,0,41,0,0,0,0,0,0,0,0,0,12645,11,26,289
2024-08-15,武汉市,59,0,59,0,8,0,8,47,0,47,2,0,2,2,0,2,0,0,0,18837,8,122,
2024-08-15,温州市,25,0,5,20,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1515,,,
2024-08-15,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1834,,,
2024-08-15,苏州市,21,0,20,1,0,0,0,19,0,19,0,0,0,0,0,0,1,0,1,9225,,,
2024-08-15,金华市,13,0,10,3,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3040,4,26,
2024-08-16,南京市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.02,1,,
2024-08-16,南通市,26,0,24,2,1,0,1,22,0,22,0,0,0,1,0,1,0,0,0,8119,2,5,
2024-08-16,合肥市,29,0,29,0,1,0,1,28,0,28,0,0,0,0,0,0,0,0,0,7943.02,9,7,215
2024-08-16,宁波市,112,4,108,0,3,0,3,109,4,105,0,0,0,0,0,0,0,0,0,33627.02,5,25,359
2024-08-16,常州市,56,0,53,3,2,0,2,49,0,49,0,0,0,2,0,2,0,0,0,17574.02,3,16,
2024-08-16,徐州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1196,,1,
2024-08-16,无锡市,44,0,44,0,2,0,2,40,0,40,2,0,2,0,0,0,0,0,0,13473.01,17,12,
2024-08-16,武汉市,77,1,76,0,11,0,11,64,1,63,2,0,2,0,0,0,0,0,0,21306.03,13,40,359
2024-08-16,温州市,35,0,10,25,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3150,,,
2024-08-16,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1834,,,
2024-08-16,苏州市,12,0,12,0,0,0,0,11,0,11,0,0,0,0,0,0,1,0,1,6273,,,
2024-08-16,金华市,14,0,7,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2113,2,3,
2024-08-17,南通市,28,0,28,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,8674,9,2,289
2024-08-17,合肥市,41,0,41,0,0,0,0,40,0,40,0,0,0,1,0,1,0,0,0,12870,23,,
2024-08-17,宁波市,97,2,95,0,1,0,1,96,2,94,0,0,0,0,0,0,0,0,0,29375.03,11,15,
2024-08-17,常州市,51,1,48,2,3,0,3,45,1,44,0,0,0,1,0,1,0,0,0,15852,3,8,
2024-08-17,徐州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,598,,,
2024-08-17,无锡市,29,0,29,0,1,0,1,27,0,27,1,0,1,0,0,0,0,0,0,8619.01,7,4,
2024-08-17,武汉市,62,0,62,0,7,0,7,49,0,49,4,0,4,2,0,2,0,0,0,19557.03,11,11,
2024-08-17,温州市,33,1,8,24,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,2753,1,,
2024-08-17,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1380,,,
2024-08-17,苏州市,23,0,22,1,1,0,1,19,0,19,1,0,1,0,0,0,1,0,1,10072,3,,
2024-08-17,金华市,13,0,8,5,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2412,1,,
2024-08-18,南通市,12,0,12,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3810,,2,
2024-08-18,合肥市,30,0,30,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,8701.01,17,,
2024-08-18,宁波市,109,5,104,0,3,0,3,106,5,101,0,0,0,0,0,0,0,0,0,32753.02,5,8,289
2024-08-18,常州市,40,1,37,2,0,0,0,37,1,36,0,0,0,1,0,1,0,0,0,12896,,5,
2024-08-18,徐州市,7,0,7,0,0,0,0,6,0,6,0,0,0,1,0,1,0,0,0,2704,1,2,
2024-08-18,无锡市,26,0,26,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,7888,8,4,
2024-08-18,武汉市,64,1,63,0,11,1,10,50,0,50,0,0,0,3,0,3,0,0,0,19252.02,6,11,359
2024-08-18,温州市,31,0,5,26,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1535,,,
2024-08-18,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1296,,,
2024-08-18,苏州市,16,0,15,1,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,5535,1,,
2024-08-18,金华市,21,0,14,7,1,0,1,13,0,13,0,0,0,0,0,0,0,0,0,3747.01,1,2,
2024-08-19,南通市,22,0,22,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,6988,7,2,
2024-08-19,合肥市,37,0,37,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,11153,15,1,
2024-08-19,宁波市,116,5,111,0,4,0,4,112,5,107,0,0,0,0,0,0,0,0,0,34999.02,14,7,
2024-08-19,常州市,58,1,54,3,2,0,2,51,1,50,0,0,0,2,0,2,0,0,0,18351.01,6,9,
2024-08-19,徐州市,3,0,3,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1248,,4,
2024-08-19,无锡市,28,0,27,1,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,8133,10,17,
2024-08-19,武汉市,59,0,59,0,7,0,7,50,0,50,2,0,2,0,0,0,0,0,0,16434.03,16,12,
2024-08-19,温州市,34,0,5,29,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1515,,,
2024-08-19,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,618,,,
2024-08-19,苏州市,20,0,19,1,0,0,0,18,0,18,0,0,0,1,0,1,0,0,0,7749,,,
2024-08-19,金华市,9,0,5,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1445,1,,100
2024-08-20,南通市,24,1,23,0,0,0,0,24,1,23,0,0,0,0,0,0,0,0,0,7546,8,2,
2024-08-20,合肥市,36,0,36,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,10904,14,1,
2024-08-20,宁波市,152,3,149,0,5,0,5,144,3,141,0,0,0,3,0,3,0,0,0,47872.01,15,24,309
2024-08-20,常州市,70,0,65,5,3,0,3,60,0,60,0,0,0,2,0,2,0,0,0,21600,10,12,
2024-08-20,徐州市,8,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2532,1,,
2024-08-20,无锡市,46,0,46,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,14074,17,3,
2024-08-20,武汉市,73,0,73,0,4,0,4,67,0,67,1,0,1,1,0,1,0,0,0,20650.08,21,11,
2024-08-20,温州市,35,0,8,27,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2512,,,
2024-08-20,芜湖市,8,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2579,,,
2024-08-20,苏州市,14,0,14,0,1,0,1,13,0,13,0,0,0,0,0,0,0,0,0,4906,1,,
2024-08-20,金华市,13,0,8,5,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2402,2,,
2024-08-21,南通市,19,0,19,0,1,0,1,18,0,18,0,0,0,0,0,0,0,0,0,5862.01,2,2,
2024-08-21,合肥市,44,0,44,0,2,0,2,42,0,42,0,0,0,0,0,0,0,0,0,12308.02,17,1,
2024-08-21,宁波市,133,3,128,2,6,0,6,125,3,122,0,0,0,0,0,0,0,0,0,38854.03,15,12,
2024-08-21,常州市,65,0,60,5,0,0,0,56,0,56,0,0,0,4,0,4,0,0,0,21844,6,13,
2024-08-21,徐州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2093,1,1,
2024-08-21,无锡市,35,0,35,0,0,0,0,34,0,34,1,0,1,0,0,0,0,0,0,11068,11,5,
2024-08-21,武汉市,81,0,81,0,10,0,10,66,0,66,1,0,1,4,0,4,0,0,0,26372.01,20,14,
2024-08-21,温州市,26,0,7,19,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2283,,,
2024-08-21,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
