日期,城市,总订单数,渠道订单数,直客订单数,企业包订单数,周卡订单数,渠道周卡订单数,直客周卡订单数,月卡订单数,渠道月卡订单数,直客月卡订单数,双月卡订单数,渠道双月卡订单数,直客双月卡订单数,季卡订单数,渠道季卡订单数,直客季卡订单数,半年卡订单数,渠道半年卡订单数,直客半年卡订单数,已收租金,已收押金,退款押金,退款租金
2023-04-19,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-04-26,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-04-28,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-05-06,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-05-12,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-05-14,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-05-18,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-05-27,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-05-28,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-05-30,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-01,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-02,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-03,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-06-05,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,1,,
2023-06-06,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-07,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-09,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-10,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-06-11,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-06-14,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-15,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-16,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-18,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-19,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-20,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-21,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-06-22,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-23,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-24,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-06-25,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-06-26,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-27,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-06-28,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-06-29,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-06-30,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-01,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-07-02,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-07-04,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,1,,
2023-07-05,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-06,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-07,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-08,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-09,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-07-10,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-11,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-13,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,1,,
2023-07-14,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-15,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-07-15,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-07-17,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-18,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,1,,
2023-07-19,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-20,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-07-21,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-22,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-23,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-07-24,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-07-25,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-07-25,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-07-26,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-27,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
2023-07-27,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-28,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,269,,,
2023-07-28,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-07-29,芜湖市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2483,,,
2023-07-29,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-30,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-07-30,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-07-31,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-07-31,芜湖市,12,0,12,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,3628,,,
2023-07-31,苏州市,5,1,4,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1845,,,
2023-08-01,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1176,,,
2023-08-01,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-08-02,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-08-02,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1714,,,
2023-08-02,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-08-03,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-03,芜湖市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1276,,,
2023-08-03,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-08-04,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-04,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1176,,,
2023-08-04,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-08-05,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-08-05,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-05,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,1,,
2023-08-06,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-06,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-06,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-08-07,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-07,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-08-07,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-08-08,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2023-08-08,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-08-09,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-10,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-10,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2023-08-10,苏州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2214,,,
2023-08-11,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-11,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-08-11,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,1,,
2023-08-12,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-08-12,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-08-13,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1007,,,
2023-08-13,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-08-14,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-14,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-08-15,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-15,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,1,,
2023-08-16,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-16,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-17,温州市,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-17,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-17,苏州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2583,1,,
2023-08-18,温州市,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-08-18,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-08-19,温州市,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-19,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1614,,,
2023-08-19,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-08-20,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-20,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-08-20,苏州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2583,,,
2023-08-21,温州市,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-21,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-21,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-22,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-22,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-08-22,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-23,温州市,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-23,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-24,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-24,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-08-24,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-08-25,温州市,7,0,1,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,339,1,,
2023-08-25,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-08-25,苏州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2214,,,
2023-08-26,温州市,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-08-26,苏州市,9,0,9,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3321,2,,
2023-08-27,温州市,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-27,苏州市,8,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2952,,,
2023-08-28,温州市,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-28,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1276,,,
2023-08-28,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-08-29,温州市,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-29,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-08-29,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,1,,
2023-08-30,温州市,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-30,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1814,,,
2023-08-31,温州市,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-08-31,芜湖市,10,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,2890,,,
2023-08-31,苏州市,8,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2952,,,
2023-09-01,温州市,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-01,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-09-02,温州市,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-02,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2023-09-02,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-03,温州市,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-03,芜湖市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1445,,,
2023-09-03,苏州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2214,,,
2023-09-04,温州市,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-04,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-09-05,温州市,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-05,芜湖市,2,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1135,,,
2023-09-05,苏州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2583,,,
2023-09-06,温州市,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-06,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2023-09-06,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-09-07,温州市,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-07,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-09-07,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-09-08,温州市,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-08,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-09-08,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-09,温州市,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-09,芜湖市,8,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,2152,,,
2023-09-09,苏州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2214,,,
2023-09-10,温州市,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-10,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1076,,,
2023-09-10,苏州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2583,,,
2023-09-11,温州市,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-11,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1007.01,,1,0
2023-09-11,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-12,温州市,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-12,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,638.02,,,0
2023-09-12,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-13,温州市,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-13,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,807,,,
2023-09-13,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-09-14,温州市,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-14,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,538,,,
2023-09-14,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-15,温州市,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-09-15,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,807.01,,,
2023-09-15,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-16,温州市,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-16,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,807,,,
2023-09-16,苏州市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1845,,,
2023-09-17,温州市,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
2023-09-17,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-09-17,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-18,温州市,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-18,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,807.01,,,
2023-09-18,苏州市,4,0,4,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,2214,,,
2023-09-19,温州市,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-19,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,269.01,,1,0
2023-09-19,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-09-20,温州市,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-20,芜湖市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,269,,,
2023-09-20,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-21,温州市,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-21,芜湖市,3,0,3,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1304,,,
2023-09-21,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-22,温州市,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-22,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-09-22,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-23,温州市,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-23,芜湖市,5,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1445,,,
2023-09-23,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-24,温州市,33,0,2,31,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,678,,,
2023-09-24,芜湖市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,638,,,
2023-09-24,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-25,温州市,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-25,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1276,,,
2023-09-25,苏州市,7,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,2583,,,
2023-09-26,温州市,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-26,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1276,,,
2023-09-26,苏州市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1107,,,
2023-09-27,温州市,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-27,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,807,,,
2023-09-27,苏州市,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,369,,,
2023-09-28,温州市,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-28,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1714,,,
2023-09-28,苏州市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2214,,,
2023-09-29,温州市,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-29,芜湖市,3,0,3,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1404,,,
2023-09-29,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-09-30,温州市,35,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-09-30,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1376,,,
2023-09-30,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-10-01,温州市,46,0,2,44,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,678,,,
2023-10-01,芜湖市,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,907,,,
2023-10-01,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-10-02,温州市,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2023-10-02,芜湖市,6,0,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1614,,,
2023-10-02,苏州市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1476,,,
2023-10-03,温州市,67,0,1,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,339,,,
2023-10-03,芜湖市,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1176,,,
2023-10-03,苏州市,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,738,,,
2023-10-04,温州市,56,0,1,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,339,,,
